Chrom.1		
UV		
ml	mAU	
0.758	0.2799671	
0.76	0.2793637	
0.761	0.2792115	
0.763	0.2800239	
0.764	0.2789411	
0.766	0.2800749	
0.767	0.2811152	
0.769	0.2816273	
0.77	0.282408	
0.772	0.2822492	
0.773	0.2820764	
0.775	0.280849	
0.776	0.28035	
0.778	0.2801921	
0.779	0.2796738	
0.781	0.279121	
0.782	0.2783273	
0.784	0.2788675	
0.785	0.2785396	
0.787	0.2784297	
0.788	0.2795126	
0.79	0.2804602	
0.791	0.280263	
0.793	0.280541	
0.794	0.2810725	
0.796	0.2818301	
0.797	0.282459	
0.799	0.2829185	
0.8	0.2832114	
0.802	0.2838145	
0.803	0.2833359	
0.805	0.2844905	
0.806	0.2853428	
0.808	0.2859038	
0.809	0.285392	
0.811	0.284802	
0.812	0.2851401	
0.814	0.2858561	
0.815	0.2864508	
0.817	0.2869679	
0.818	0.2875754	
0.82	0.2866703	
0.821	0.287363	
0.823	0.2872229	
0.824	0.2880046	
0.826	0.2882652	
0.827	0.2888837	
0.829	0.2889302	
0.83	0.2890615	
0.832	0.2893671	
0.833	0.2894608	
0.835	0.2894557	
0.836	0.2893219	
0.838	0.2885685	
0.839	0.2889333	
0.841	0.2884263	
0.842	0.2865356	
0.844	0.2851816	
0.845	0.2846095	
0.847	0.2849711	
0.848	0.2854553	
0.85	0.2858477	
0.851	0.2862634	
0.853	0.2869064	
0.854	0.2875755	
0.856	0.2881677	
0.857	0.2884403	
0.859	0.2880259	
0.86	0.2878087	
0.862	0.2877192	
0.863	0.2867134	
0.865	0.2853449	
0.866	0.2842263	
0.868	0.2836457	
0.869	0.2833717	
0.871	0.2821208	
0.872	0.2810868	
0.874	0.2811582	
0.875	0.2808097	
0.877	0.2804064	
0.878	0.2799353	
0.88	0.2802178	
0.881	0.2805893	
0.883	0.2812317	
0.884	0.2824481	
0.886	0.2840193	
0.887	0.2854394	
0.889	0.2866156	
0.89	0.2873858	
0.892	0.2872032	
0.893	0.286794	
0.895	0.287306	
0.896	0.2876658	
0.898	0.2879106	
0.899	0.2883925	
0.9	0.28932	
0.902	0.29037	
0.903	0.2912521	
0.905	0.2916893	
0.906	0.2916192	
0.908	0.2919011	
0.909	0.2919801	
0.911	0.2924292	
0.912	0.2933085	
0.914	0.2931083	
0.915	0.2938875	
0.917	0.2955747	
0.918	0.2963268	
0.92	0.2971447	
0.921	0.2975532	
0.923	0.2967504	
0.924	0.2968599	
0.926	0.2971074	
0.927	0.2966527	
0.929	0.2961999	
0.93	0.2964216	
0.932	0.2964725	
0.933	0.296068	
0.935	0.2964845	
0.936	0.2962131	
0.938	0.2955633	
0.939	0.2955071	
0.941	0.2955857	
0.942	0.2953442	
0.944	0.2943197	
0.945	0.2938553	
0.947	0.2946751	
0.948	0.2951433	
0.95	0.2958125	
0.951	0.2967605	
0.953	0.2971115	
0.954	0.2974724	
0.956	0.2971481	
0.957	0.2962568	
0.959	0.295077	
0.96	0.293929	
0.962	0.292597	
0.963	0.2910146	
0.965	0.2895422	
0.966	0.2887985	
0.968	0.2877764	
0.969	0.2867032	
0.971	0.2860963	
0.972	0.2847423	
0.974	0.2837253	
0.975	0.283271	
0.977	0.282322	
0.978	0.2811028	
0.98	0.2799868	
0.981	0.2788704	
0.983	0.2775407	
0.984	0.27677	
0.986	0.2758867	
0.987	0.2753547	
0.989	0.2752795	
0.99	0.2748998	
0.992	0.2742999	
0.993	0.2744159	
0.995	0.2743091	
0.996	0.2728907	
0.998	0.273285	
0.999	0.2739894	
1.001	0.2733903	
1.002	0.27278	
1.004	0.2664372	
1.005	0.2640441	
1.007	0.2621413	
1.008	0.2629984	
1.01	0.2636169	
1.011	0.2636919	
1.013	0.2642809	
1.014	0.2644699	
1.016	0.2660309	
1.017	0.2659426	
1.019	0.2655738	
1.02	0.2661392	
1.022	0.2654043	
1.023	0.2651727	
1.025	0.2661601	
1.026	0.2657528	
1.028	0.2658431	
1.029	0.2661913	
1.031	0.2668382	
1.032	0.266568	
1.034	0.2661126	
1.035	0.2655073	
1.037	0.2657844	
1.038	0.2652331	
1.04	0.2639935	
1.041	0.2639886	
1.043	0.2650158	
1.044	0.2647929	
1.046	0.2639367	
1.047	0.2636551	
1.049	0.2628363	
1.05	0.2629915	
1.052	0.2634309	
1.053	0.2636932	
1.055	0.263328	
1.056	0.2637693	
1.058	0.2632228	
1.059	0.2634019	
1.061	0.2642829	
1.062	0.2650078	
1.064	0.2657748	
1.065	0.265767	
1.067	0.2661134	
1.068	0.2656267	
1.07	0.2659384	
1.071	0.2656754	
1.073	0.2664167	
1.074	0.2667066	
1.076	0.2669556	
1.077	0.2672144	
1.079	0.267611	
1.08	0.2670916	
1.082	0.2660038	
1.083	0.265114	
1.085	0.2648519	
1.086	0.2642595	
