Chrom.1		
UV		
ml	mAU	
1.266	0.1317579	
1.267	0.1302383	
1.269	0.128824	
1.27	0.1274161	
1.272	0.1257977	
1.273	0.124408	
1.275	0.1234629	
1.276	0.1216727	
1.278	0.1194332	
1.279	0.1188977	
1.281	0.1190018	
1.282	0.1188367	
1.284	0.1190373	
1.285	0.1176506	
1.287	0.1166294	
1.288	0.1166084	
1.29	0.115982	
1.291	0.1143771	
1.293	0.1137685	
1.294	0.1123207	
1.296	0.1112772	
1.297	0.1106657	
1.299	0.1098256	
1.3	0.1097329	
1.302	0.1095519	
1.303	0.1094155	
1.305	0.1090419	
1.306	0.1079911	
1.308	0.1090518	
1.309	0.1097156	
1.311	0.1086954	
1.312	0.1079499	
1.313	0.1070134	
1.315	0.1061685	
1.316	0.1066263	
1.318	0.1058935	
1.319	0.1059566	
1.321	0.1059759	
1.322	0.1046638	
1.324	0.1039797	
1.325	0.1033546	
1.327	0.1025731	
1.328	0.1017428	
1.33	0.1006093	
1.331	0.1002489	
1.333	0.09962139	
1.334	0.09840151	
1.336	0.09740394	
1.337	0.09639402	
1.339	0.09570166	
1.34	0.0961902	
1.342	0.09605804	
1.343	0.09563608	
1.345	0.09512442	
1.346	0.09417545	
1.348	0.0933117	
1.349	0.09279691	
1.351	0.09260661	
1.352	0.09246611	
1.354	0.0917007	
1.355	0.09037548	
1.357	0.0894036	
1.358	0.08800706	
1.36	0.0884639	
1.361	0.08910911	
1.363	0.08891729	
1.364	0.08902232	
1.366	0.08921974	
1.367	0.0891471	
1.369	0.08888295	
1.37	0.08777801	
1.372	0.08650109	
1.373	0.08492336	
1.375	0.08430102	
1.376	0.08409908	
1.378	0.08300003	
1.379	0.08244421	
1.381	0.08207193	
1.382	0.08056416	
1.384	0.07963805	
1.385	0.07947335	
1.387	0.07880051	
1.388	0.07834942	
1.39	0.07856075	
1.391	0.07783705	
1.393	0.07724689	
1.394	0.07665808	
1.396	0.07614861	
1.397	0.07667714	
1.399	0.07720698	
1.4	0.07671873	
1.402	0.07645646	
1.403	0.07673789	
1.405	0.0770258	
1.406	0.07642978	
1.408	0.0754247	
1.409	0.07502134	
1.411	0.0751042	
1.412	0.07579773	
1.414	0.07543297	
1.415	0.07419425	
1.417	0.07390117	
1.418	0.07372258	
1.42	0.07379705	
1.421	0.07410803	
1.423	0.07432605	
1.424	0.0739713	
1.426	0.07403531	
1.427	0.07409777	
1.429	0.07351232	
1.43	0.07335161	
1.432	0.07388589	
1.433	0.07473205	
1.435	0.07389472	
1.436	0.07185273	
1.438	0.07016439	
1.439	0.06920506	
1.441	0.0686305	
1.442	0.06788984	
1.444	0.06746461	
1.445	0.06779277	
1.447	0.06839868	
1.448	0.06881572	
1.45	0.0688419	
1.451	0.06818503	
1.453	0.06779428	
1.454	0.06765571	
1.456	0.06779679	
1.457	0.06805023	
1.459	0.06739273	
1.46	0.06673029	
1.462	0.06662776	
1.463	0.0659731	
1.465	0.0655051	
1.466	0.06562519	
1.468	0.06644337	
1.469	0.06808932	
1.471	0.06904776	
1.472	0.06883971	
1.474	0.06800425	
1.475	0.06729299	
1.477	0.06741232	
1.478	0.06787828	
1.48	0.06766892	
1.481	0.06792552	
1.483	0.06842215	
1.484	0.0683068	
1.486	0.06757459	
1.487	0.06681226	
1.489	0.06666808	
1.49	0.06646422	
1.492	0.06611302	
1.493	0.06631057	
1.495	0.06675198	
1.496	0.06632254	
1.498	0.06615351	
1.499	0.06556177	
1.501	0.06481404	
1.502	0.06363311	
1.504	0.06328884	
1.505	0.06328721	
1.507	0.06249024	
1.508	0.06088527	
1.51	0.06060755	
1.511	0.06187357	
1.513	0.06343195	
1.514	0.06377159	
1.516	0.06326982	
1.517	0.06324578	
1.519	0.06407489	
1.52	0.06473693	
1.522	0.06433176	
1.523	0.06440227	
1.525	0.06500024	
1.526	0.06583589	
1.528	0.06682252	
1.529	0.06750656	
1.531	0.06763403	
1.532	0.06791659	
1.534	0.06871533	
1.535	0.06944833	
1.537	0.06977285	
1.538	0.06972705	
1.54	0.06982736	
1.541	0.07057345	
1.543	0.07042938	
1.544	0.07018138	
1.546	0.07029528	
1.547	0.0696335	
1.549	0.06993312	
1.55	0.07042527	
1.552	0.07049026	
1.553	0.06967875	
1.555	0.06997935	
1.556	0.07015567	
1.558	0.06992389	
1.559	0.07061925	
1.56	0.07119842	
1.562	0.07127164	
1.563	0.0715265	
1.565	0.07236786	
1.566	0.07275955	
1.568	0.07253135	
1.569	0.07131033	
1.571	0.07050484	
1.572	0.07032119	
1.574	0.07007752	
1.575	0.07029603	
1.577	0.07153372	
1.578	0.07297526	
1.58	0.07335378	
1.581	0.07327311	
1.583	0.07394467	
1.584	0.07401907	
1.586	0.07320622	
1.587	0.07302184	
1.589	0.07318556	
1.59	0.07349417	
1.592	0.07352488	
1.593	0.07303395	
1.595	0.07258502	
1.596	0.07258882	
1.598	0.07233224	
1.599	0.07158197	
1.601	0.07116279	
1.602	0.07060253	
1.604	0.07016014	
1.605	0.07005197	
1.607	0.06999164	
1.608	0.07030068	
1.61	0.07064582	
1.611	0.07077944	
1.613	0.07161236	
1.614	0.07228784	
1.616	0.07134938	
1.617	0.07051533	
1.619	0.06944685	
1.62	0.06833678	
1.622	0.06891532	
1.623	0.06804048	
1.625	0.06786587	
1.626	0.06727439	
1.628	0.06645091	
1.629	0.06518141	
1.631	0.06443862	
1.632	0.06385452	
1.634	0.06321118	
1.635	0.06245107	
1.637	0.06246448	
1.638	0.06283087	
1.64	0.062336	
1.641	0.06191155	
1.643	0.06222562	
1.644	0.06299645	
1.646	0.06336968	
1.647	0.06367274	
1.649	0.06427395	
1.65	0.06468961	
1.652	0.06417713	
1.653	0.06256868	
1.655	0.06211928	
1.656	0.06219355	
1.658	0.06134631	
1.659	0.06107724	
1.661	0.06153952	
1.662	0.0607141	
1.664	0.06031525	
1.665	0.05995164	
1.667	0.06015243	
1.668	0.059938	
1.67	0.0595288	
1.671	0.0599566	
1.673	0.06093419	
1.674	0.06127942	
1.676	0.06120892	
1.677	0.06064878	
1.679	0.06002149	
1.68	0.05956351	
1.682	0.05940004	
1.683	0.05869428	
1.685	0.0580369	
1.686	0.05738377	
1.688	0.05711375	
1.689	0.05703684	
1.691	0.05774708	
1.692	0.05845061	
1.694	0.05965397	
1.695	0.06037775	
1.697	0.06060515	
1.698	0.06083404	
1.7	0.06034547	
1.701	0.06135744	
1.703	0.06278343	
1.704	0.06341151	
1.706	0.06491786	
1.707	0.06552316	
1.709	0.0667141	
1.71	0.06761087	
1.712	0.06872473	
1.713	0.06939764	
1.715	0.06949744	
1.716	0.06962827	
1.718	0.06919599	
1.719	0.06938436	
1.721	0.07032058	
1.722	0.07065728	
1.724	0.07156689	
1.725	0.0709753	
1.727	0.07160728	
1.728	0.07258023	
1.73	0.07251592	
1.731	0.07234706	
1.733	0.07375412	
1.734	0.073318	
1.736	0.07258348	
1.737	0.07225838	
1.739	0.07224113	
1.74	0.07227591	
1.742	0.07202616	
1.743	0.07290947	
1.745	0.07387406	
1.746	0.073786	
1.748	0.0736802	
1.749	0.07399547	
1.751	0.07334156	
1.752	0.07288903	
1.754	0.07307788	
1.755	0.07361831	
1.757	0.07338373	
1.758	0.07293879	
1.76	0.07359396	
1.761	0.07382169	
1.763	0.07358637	
1.764	0.07259287	
1.766	0.0725935	
1.767	0.0726572	
1.769	0.0724363	
1.77	0.07223128	
1.772	0.07260742	
1.773	0.07310687	
1.775	0.07494469	
1.776	0.07518411	
1.778	0.07431804	
1.779	0.07543334	
1.781	0.07471915	
1.782	0.07526147	
1.784	0.07398991	
1.785	0.07320111	
1.787	0.07236959	
1.788	0.0716362	
1.79	0.07118764	
1.791	0.07138131	
1.793	0.07123031	
1.794	0.07121366	
1.796	0.07040122	
1.797	0.06927891	
1.799	0.06874302	
1.8	0.06902652	
1.802	0.06880729	
1.803	0.06817525	
1.805	0.06798523	
1.806	0.06801746	
1.807	0.06632305	
1.809	0.06600998	
1.81	0.0665792	
1.812	0.06698941	
1.813	0.06813194	
1.815	0.06834953	
1.816	0.06797517	
1.818	0.06669217	
1.819	0.06569293	
1.821	0.06570558	
1.822	0.06474432	
1.824	0.06358926	
1.825	0.06288491	
1.827	0.06386601	
1.828	0.06398036	
1.83	0.06308563	
1.831	0.06210578	
1.833	0.06211789	
1.834	0.06028697	
1.836	0.0598653	
1.837	0.06016963	
1.839	0.06109671	
1.84	0.05967297	
1.842	0.05915678	
1.843	0.05881995	
1.845	0.05851946	
1.846	0.05870928	
1.848	0.05737623	
1.849	0.05683676	
1.851	0.05642135	
1.852	0.05546065	
1.854	0.05490808	
1.855	0.05415452	
1.857	0.05377022	
