Chrom.1		
UV		
ml	mAU	
1.588	0.07495567	
1.589	0.07384352	
1.591	0.0742939	
1.592	0.07468524	
1.594	0.07378635	
1.595	0.07271655	
1.597	0.07247883	
1.598	0.07240214	
1.6	0.07223212	
1.601	0.07296765	
1.603	0.0736313	
1.604	0.0730736	
1.606	0.07268541	
1.607	0.0729182	
1.609	0.07332689	
1.61	0.07350787	
1.612	0.07342774	
1.613	0.07256872	
1.615	0.07188057	
1.616	0.07153305	
1.618	0.07119637	
1.619	0.07189199	
1.621	0.07118133	
1.622	0.07061948	
1.624	0.07095506	
1.625	0.07079617	
1.627	0.07067771	
1.628	0.07024656	
1.63	0.06924856	
1.631	0.06866212	
1.633	0.06854533	
1.634	0.06862193	
1.635	0.06882311	
1.637	0.06857167	
1.638	0.06756727	
1.64	0.06697346	
1.641	0.06687545	
1.643	0.06684202	
1.644	0.06677718	
1.646	0.06602135	
1.647	0.06559722	
1.649	0.06609602	
1.65	0.06678518	
1.652	0.0670282	
1.653	0.06679972	
1.655	0.06647801	
1.656	0.06577147	
1.658	0.0649531	
1.659	0.06476658	
1.661	0.06534155	
1.662	0.0659643	
1.664	0.06638973	
1.665	0.06548038	
1.667	0.06472531	
1.668	0.06511516	
1.67	0.0654335	
1.671	0.06546531	
1.673	0.06581283	
1.674	0.06600985	
1.676	0.06600311	
1.677	0.06583596	
1.679	0.06634056	
1.68	0.06728189	
1.682	0.06732965	
1.683	0.06654164	
1.685	0.06579058	
1.686	0.06541659	
1.688	0.06549142	
1.689	0.06581159	
1.691	0.06581216	
1.692	0.06500263	
1.694	0.06419102	
1.695	0.06408233	
1.697	0.06502061	
1.698	0.06526261	
1.7	0.06537562	
1.701	0.06499884	
1.703	0.06505562	
1.704	0.06590223	
1.706	0.0667313	
1.707	0.06662769	
1.709	0.06650829	
1.71	0.06668133	
1.712	0.06761283	
1.713	0.06874858	
1.715	0.06921297	
1.716	0.06952595	
1.718	0.06922691	
1.719	0.06911665	
1.721	0.07014319	
1.722	0.07083885	
1.724	0.07111341	
1.725	0.07139109	
1.727	0.07130817	
1.728	0.07077429	
1.73	0.07098255	
1.731	0.07224108	
1.733	0.07399587	
1.734	0.07490923	
1.736	0.07517201	
1.737	0.07596347	
1.739	0.07640974	
1.74	0.07749774	
1.742	0.07780294	
1.743	0.07890164	
1.745	0.0799807	
1.746	0.08070727	
1.748	0.08116055	
1.749	0.08077108	
1.751	0.08062317	
1.752	0.08020427	
1.754	0.08059417	
1.755	0.0810541	
1.757	0.08146448	
1.758	0.08213013	
1.76	0.08268718	
1.761	0.08353316	
1.763	0.08460839	
1.764	0.08494099	
1.766	0.08536547	
1.767	0.08676516	
1.769	0.08737555	
1.77	0.08756214	
1.772	0.08801549	
1.773	0.08886945	
1.775	0.09002841	
1.776	0.09081347	
1.778	0.09136023	
1.779	0.09141771	
1.781	0.09135266	
1.782	0.09164468	
1.784	0.09194467	
1.785	0.0919251	
1.787	0.09176195	
1.788	0.09100704	
1.79	0.09004549	
1.791	0.08929739	
1.793	0.08880769	
1.794	0.08876299	
1.796	0.08854055	
1.797	0.08715055	
1.799	0.08661948	
1.8	0.08546752	
1.802	0.0849418	
1.803	0.08577014	
1.805	0.08489466	
1.806	0.08327345	
1.808	0.08192802	
1.809	0.08127405	
1.811	0.08208505	
1.812	0.08211331	
1.814	0.08223362	
1.815	0.08251194	
1.817	0.08275929	
1.818	0.08208717	
1.82	0.08154494	
1.821	0.08105925	
1.823	0.08057025	
1.824	0.08105464	
1.826	0.08149763	
1.827	0.08218934	
1.829	0.08208914	
1.83	0.08124552	
1.832	0.080446	
1.833	0.07942503	
1.835	0.07961964	
1.836	0.07883785	
1.838	0.07823584	
1.839	0.07736889	
1.841	0.07634425	
1.842	0.07557672	
1.844	0.07496845	
1.845	0.07487185	
1.847	0.07487213	
1.848	0.07415444	
1.85	0.07335845	
1.851	0.07235853	
1.853	0.07042333	
1.854	0.07019339	
1.856	0.06948782	
1.857	0.06943127	
1.859	0.06853407	
1.86	0.0692216	
1.862	0.06780222	
1.863	0.06738957	
1.865	0.06751988	
1.866	0.06821461	
1.868	0.06885343	
1.869	0.06991984	
1.871	0.07038712	
1.872	0.07070437	
1.874	0.06964931	
1.875	0.06965099	
1.877	0.07058121	
1.878	0.0707202	
1.879	0.07144022	
1.881	0.0720811	
1.882	0.07255773	
1.884	0.07267041	
1.885	0.07164866	
1.887	0.07101916	
1.888	0.0700861	
1.89	0.06882019	
1.891	0.06884868	
1.893	0.06932903	
1.894	0.06986234	
1.896	0.07015995	
1.897	0.0703011	
1.899	0.07048527	
1.9	0.06991557	
1.902	0.06887583	
1.903	0.06915626	
1.905	0.06873844	
1.906	0.06859165	
1.908	0.06911932	
1.909	0.06794138	
